Query_ID,Query_Timestamp,Day_of_Week,Hour_of_Day,Pickup_Hub,Drop_Hub,Base_Distance_KM,Est_Ride_Duration_Min,Traffic_Condition,Weather_Condition,User_Device_OS,Device_Model_Tier,Battery_Level_Pct,App_Open_Count_Last_1hr,User_Account_Tenure_Months,Historical_Acceptance_Rate,Legal_Meter_Fare_INR,Surge_Multiplier_Applied,App_Quoted_Fare_INR,Competitor_Price_Diff_INR,Final_Ride_Status
cfbfb5a1,2026-03-13 09:47:00,4,9,Electronic_City,Marathahalli,5.5,25,Heavy,Light_Rain,Android,Mid_Range,36,1,31,0.9,82.5,1.32,109.0,5.0,User_Abandoned_App
540fc6af,2026-06-09 16:10:00,1,16,Marathahalli,Whitefield,9.3,31,Free_Flow,Clear,Android,Budget,34,4,19,0.9,139.5,0.98,137.0,-18.0,User_Abandoned_App
2110dd28,2026-04-03 10:11:00,4,10,Peenya,Whitefield,20.8,159,Gridlock,Clear,iOS,Mid_Range,11,6,41,0.9,312.0,1.98,616.0,-2.0,Ride_Accepted
8c641e0e,2026-03-29 06:00:00,6,6,Indiranagar,Electronic_City,11.7,34,Light,Clear,iOS,Premium,49,4,14,0.61,175.5,1.13,199.0,22.0,Ride_Accepted
67f38f1b,2026-03-18 11:55:00,2,11,Whitefield,Bellandur,8.9,43,Free_Flow,Heavy_Downpour,Android,Mid_Range,86,2,46,0.54,133.5,1.45,194.0,21.0,User_Abandoned_App
ec56884f,2026-08-05 00:08:00,2,0,Electronic_City,Marathahalli,10.7,29,Light,Clear,Android,Budget,7,3,42,0.9,160.5,1.09,175.0,-20.0,Ride_Accepted
433d8a23,2026-08-06 17:29:00,3,17,Koramangala,Peenya,12.0,77,Heavy,Light_Rain,Android,Budget,50,1,9,0.83,180.0,1.24,224.0,-8.0,User_Abandoned_App
4edebd8d,2026-05-23 07:12:00,5,7,Peenya,Malleshwaram,3.9,10,Free_Flow,Clear,iOS,Premium,53,2,1,0.35,58.5,1.16,68.0,11.0,Ride_Accepted
83fca88c,2026-06-19 09:29:00,4,9,Electronic_City,Koramangala,15.1,117,Gridlock,Clear,Android,Mid_Range,57,9,13,0.85,226.5,1.52,345.0,-22.0,Ride_Accepted
3ce7c589,2026-08-17 09:14:00,0,9,Koramangala,Hebbal,18.7,135,Gridlock,Light_Rain,Android,Mid_Range,12,5,42,0.89,280.5,1.86,521.0,-44.0,User_Abandoned_App
8f69e7d7,2026-06-28 11:28:00,6,11,Bellandur,Malleshwaram,18.3,58,Free_Flow,Clear,Android,Premium,50,2,9,0.5,274.5,1.09,299.0,-23.0,Ride_Accepted
1b39edb9,2026-08-18 17:23:00,1,17,Bellandur,Indiranagar,15.3,114,Gridlock,Clear,Android,Budget,50,2,35,0.9,229.5,1.52,349.0,-22.0,Ride_Accepted
3c89b1cc,2026-05-14 15:42:00,3,15,Malleshwaram,Whitefield,8.0,27,Free_Flow,Clear,Android,Premium,100,2,25,0.68,120.0,1.19,143.0,6.0,Ride_Accepted
1857361e,2026-05-03 15:13:00,6,15,Electronic_City,Koramangala,5.9,24,Free_Flow,Clear,Android,Mid_Range,88,2,41,0.9,88.5,1.12,99.0,8.0,User_Abandoned_App
321285d2,2026-03-10 19:43:00,1,19,Bellandur,Peenya,16.8,105,Heavy,Clear,Android,Premium,51,1,37,0.64,252.0,1.48,372.0,-21.0,Ride_Accepted
fe700f58,2026-06-17 05:59:00,2,5,Koramangala,Malleshwaram,7.5,36,Moderate,Light_Rain,Android,Budget,57,1,15,0.5,112.5,0.9,101.0,5.0,Ride_Accepted
c1f4be34,2026-05-03 06:35:00,6,6,Malleshwaram,Bellandur,11.6,54,Moderate,Light_Rain,iOS,Premium,48,3,12,0.55,174.0,1.13,197.0,-28.0,User_Abandoned_App
ae795b14,2026-06-01 04:01:00,0,4,Koramangala,Whitefield,5.7,23,Light,Clear,Android,Budget,68,2,44,0.9,85.5,0.97,83.0,-11.0,Ride_Accepted
ee2b4050,2026-05-11 08:00:00,0,8,Malleshwaram,Hebbal,2.9,24,Gridlock,Clear,Android,Premium,39,4,27,0.9,43.5,1.64,71.0,3.0,Cancelled_By_Driver
9d57bbc1,2026-06-27 06:28:00,5,6,Electronic_City,Marathahalli,19.4,82,Moderate,Light_Rain,iOS,Premium,71,3,27,0.67,291.0,1.04,304.0,-14.0,Cancelled_By_Driver
4be17dd7,2026-06-07 09:40:00,6,9,Peenya,Malleshwaram,25.3,180,Gridlock,Light_Rain,Android,Mid_Range,100,5,35,0.9,379.5,1.43,544.0,-4.0,User_Abandoned_App
4cf969f4,2026-05-14 13:29:00,3,13,Marathahalli,Indiranagar,4.3,19,Free_Flow,Heavy_Downpour,iOS,Premium,75,6,46,0.68,64.5,1.59,103.0,23.0,Ride_Accepted
12f90cb5,2026-08-23 06:54:00,6,6,Hebbal,Marathahalli,6.5,21,Moderate,Clear,iOS,Premium,55,5,6,0.72,97.5,1.12,109.0,-9.0,Ride_Accepted
1d164477,2026-06-29 06:47:00,0,6,Peenya,Bellandur,20.8,63,Light,Clear,Android,Budget,87,2,4,0.68,312.0,0.9,281.0,-25.0,Ride_Accepted
505b563d,2026-08-08 14:44:00,5,14,HSR_Layout,Indiranagar,6.7,33,Moderate,Clear,Android,Mid_Range,13,1,6,0.59,100.5,1.04,104.0,18.0,Ride_Accepted
1c25716e,2026-07-27 08:02:00,0,8,Koramangala,Peenya,7.8,50,Heavy,Clear,Android,Premium,9,1,23,0.9,117.0,1.58,185.0,10.0,Ride_Accepted
3eb8da24,2026-05-23 08:14:00,5,8,HSR_Layout,Whitefield,9.1,47,Heavy,Light_Rain,Android,Budget,37,2,33,0.9,136.5,1.3,178.0,11.0,User_Abandoned_App
a5a6c296,2026-07-14 08:06:00,1,8,Peenya,HSR_Layout,16.3,118,Gridlock,Clear,iOS,Premium,68,3,31,0.9,244.5,1.69,412.0,-2.0,Ride_Accepted
ceefae89,2026-04-24 08:33:00,4,8,Malleshwaram,Peenya,19.9,143,Gridlock,Clear,iOS,Premium,94,5,44,0.9,298.5,1.63,486.0,29.0,Ride_Accepted
37035006,2026-06-02 14:21:00,1,14,Hebbal,Indiranagar,19.9,63,Free_Flow,Clear,Android,Budget,8,2,12,0.88,298.5,1.03,307.0,-82.0,Ride_Accepted
a7d4461a,2026-07-28 06:39:00,1,6,Hebbal,Malleshwaram,13.4,61,Moderate,Clear,Android,Premium,98,2,14,0.32,201.0,1.2,241.0,1.0,Ride_Accepted
dff68839,2026-04-15 08:14:00,2,8,Whitefield,Bellandur,13.5,81,Heavy,Clear,Android,Mid_Range,82,3,3,0.66,202.5,1.32,268.0,-6.0,Ride_Accepted
8413631d,2026-06-10 21:13:00,2,21,Hebbal,Malleshwaram,14.5,75,Free_Flow,Heavy_Downpour,iOS,Premium,80,10,42,0.73,217.5,1.56,340.0,-30.0,Ride_Accepted
52dc79fc,2026-07-05 09:09:00,6,9,Marathahalli,Koramangala,6.7,52,Gridlock,Light_Rain,Android,Premium,82,6,21,0.9,100.5,1.78,178.0,-9.0,User_Abandoned_App
79665e95,2026-05-15 12:13:00,4,12,Hebbal,Koramangala,12.5,60,Moderate,Clear,iOS,Mid_Range,53,3,1,0.39,187.5,1.0,188.0,-25.0,Ride_Accepted
718d6f3d,2026-03-10 08:18:00,1,8,Peenya,Koramangala,6.0,38,Heavy,Clear,iOS,Premium,58,1,43,0.58,90.0,1.35,121.0,28.0,User_Abandoned_App
b9fae557,2026-07-24 17:37:00,4,17,Whitefield,HSR_Layout,11.7,65,Heavy,Clear,iOS,Premium,94,3,40,0.68,175.5,1.26,220.0,-9.0,User_Abandoned_App
0528a919,2026-07-15 12:28:00,2,12,Peenya,Indiranagar,4.8,15,Free_Flow,Clear,iOS,Premium,73,4,20,0.9,72.0,1.28,92.0,0.0,User_Abandoned_App
3947424c,2026-03-02 09:56:00,0,9,Peenya,Malleshwaram,6.2,40,Heavy,Clear,iOS,Mid_Range,14,4,15,0.9,93.0,1.65,153.0,-30.0,Ride_Accepted
743542b4,2026-06-10 20:21:00,2,20,Indiranagar,Hebbal,5.8,33,Heavy,Clear,Android,Premium,74,4,12,0.61,87.0,1.44,125.0,-23.0,User_Abandoned_App
7dc4adf4,2026-04-18 02:36:00,5,2,Whitefield,Hebbal,4.7,18,Free_Flow,Clear,Android,Premium,99,3,10,0.47,70.5,1.11,78.0,7.0,User_Abandoned_App
296ecea8,2026-03-07 07:15:00,5,7,Peenya,Marathahalli,3.2,15,Moderate,Light_Rain,Android,Mid_Range,46,2,10,0.9,48.0,1.1,53.0,7.0,Ride_Accepted
73bc978e,2026-05-18 19:45:00,0,19,Indiranagar,Malleshwaram,5.0,28,Heavy,Clear,Android,Mid_Range,20,3,38,0.62,75.0,1.17,88.0,-9.0,Ride_Accepted
79d8fce0,2026-07-21 22:34:00,1,22,Indiranagar,HSR_Layout,11.7,39,Free_Flow,Clear,Android,Budget,24,1,1,0.71,175.5,0.93,163.0,5.0,Ride_Accepted
36c772ac,2026-08-08 12:08:00,5,12,Whitefield,Hebbal,12.1,36,Free_Flow,Clear,Android,Budget,12,3,34,0.85,181.5,0.98,179.0,-1.0,Ride_Accepted
75b94301,2026-05-09 18:39:00,5,18,HSR_Layout,Marathahalli,9.1,88,Gridlock,Heavy_Downpour,Android,Mid_Range,78,2,13,0.85,136.5,2.06,281.0,21.0,User_Abandoned_App
5048ab16,2026-04-18 16:25:00,5,16,Malleshwaram,Koramangala,7.6,20,Free_Flow,Clear,Android,Mid_Range,78,3,4,0.64,114.0,1.03,117.0,20.0,Ride_Accepted
a81a107d,2026-04-11 19:40:00,5,19,Marathahalli,Malleshwaram,7.2,58,Heavy,Heavy_Downpour,Android,Mid_Range,100,6,40,0.9,108.0,1.71,184.0,24.0,User_Abandoned_App
0c428a68,2026-07-06 09:11:00,0,9,Malleshwaram,Whitefield,6.7,53,Gridlock,Clear,Android,Mid_Range,19,7,13,0.74,100.5,1.42,142.0,53.0,Ride_Accepted
ab58ffc7,2026-07-31 14:42:00,4,14,Hebbal,Malleshwaram,11.3,33,Free_Flow,Clear,iOS,Premium,98,2,29,0.35,169.5,1.08,183.0,-11.0,Ride_Accepted
a26e8c20,2026-05-28 18:00:00,3,18,Marathahalli,Malleshwaram,33.8,180,Gridlock,Clear,iOS,Premium,100,7,44,0.9,506.99999999999994,1.64,830.0,9.0,Cancelled_By_Driver
49850c0f,2026-04-14 07:37:00,1,7,Hebbal,Electronic_City,14.6,95,Free_Flow,Thunderstorm,Android,Budget,3,3,17,0.57,219.0,1.54,337.0,-17.0,Cancelled_By_Driver
d8419061,2026-05-29 06:37:00,4,6,Peenya,Malleshwaram,11.7,35,Free_Flow,Clear,Android,Premium,12,3,16,0.48,175.5,1.1,194.0,4.0,Ride_Accepted
6c52fcd3,2026-06-30 10:34:00,1,10,Koramangala,Peenya,9.3,40,Moderate,Clear,iOS,Premium,33,3,23,0.68,139.5,1.16,162.0,9.0,User_Abandoned_App
3ed067c8,2026-03-08 06:05:00,6,6,Whitefield,Bellandur,10.4,29,Free_Flow,Clear,iOS,Mid_Range,39,2,10,0.62,156.0,0.99,154.0,41.0,Cancelled_By_Driver
ac09599b,2026-06-28 08:55:00,6,8,Marathahalli,Koramangala,10.1,61,Heavy,Clear,iOS,Premium,68,2,16,0.89,151.5,1.44,218.0,40.0,Ride_Accepted
4c085f48,2026-07-29 15:09:00,2,15,Marathahalli,HSR_Layout,13.4,42,Free_Flow,Clear,iOS,Premium,13,3,17,0.69,201.0,1.24,248.0,40.0,Ride_Accepted
5594e0a6,2026-06-22 07:56:00,0,7,Peenya,Hebbal,9.4,26,Free_Flow,Clear,Android,Premium,98,4,3,0.65,141.0,1.13,159.0,6.0,Ride_Accepted
589a5640,2026-07-30 16:08:00,3,16,HSR_Layout,Bellandur,4.3,11,Light,Light_Rain,Android,Premium,56,3,24,0.66,64.5,1.06,68.0,-5.0,Ride_Accepted
b2f309c0,2026-06-13 10:34:00,5,10,Indiranagar,Bellandur,8.2,49,Heavy,Clear,Android,Mid_Range,38,3,5,0.75,122.99999999999999,1.25,153.0,-0.0,Ride_Accepted
7e173bf2,2026-03-07 22:23:00,5,22,Peenya,Marathahalli,11.4,35,Light,Clear,Android,Budget,44,4,22,0.9,171.0,1.09,187.0,-19.0,User_Abandoned_App
188ed726,2026-05-19 18:45:00,1,18,Bellandur,HSR_Layout,11.9,72,Heavy,Clear,iOS,Premium,83,2,8,0.53,178.5,1.31,235.0,-5.0,User_Abandoned_App
b9c09537,2026-06-21 17:08:00,6,17,Indiranagar,HSR_Layout,5.1,24,Heavy,Light_Rain,iOS,Premium,93,2,44,0.6,76.5,1.37,105.0,-15.0,User_Abandoned_App
57e43e70,2026-06-06 08:50:00,5,8,Whitefield,Indiranagar,12.7,93,Gridlock,Clear,iOS,Premium,4,2,20,0.65,190.5,1.66,316.0,-1.0,Ride_Accepted
9e9b2b48,2026-07-21 17:15:00,1,17,Indiranagar,HSR_Layout,18.3,136,Gridlock,Light_Rain,Android,Budget,63,3,21,0.78,274.5,1.51,413.0,30.0,Ride_Accepted
300edd45,2026-06-07 09:23:00,6,9,HSR_Layout,Electronic_City,7.4,58,Gridlock,Clear,iOS,Premium,45,6,34,0.81,111.0,1.88,209.0,-16.0,User_Abandoned_App
b7eff9ee,2026-08-01 13:48:00,5,13,Indiranagar,HSR_Layout,8.4,61,Free_Flow,Thunderstorm,Android,Premium,58,2,29,0.89,126.0,2.13,268.0,-26.0,User_Abandoned_App
5ced1559,2026-08-16 11:09:00,6,11,Whitefield,Hebbal,3.6,7,Light,Clear,Android,Premium,10,1,29,0.9,54.0,1.19,64.0,-18.0,Cancelled_By_Driver
5f960ab0,2026-08-04 17:43:00,1,17,HSR_Layout,Hebbal,12.6,94,Gridlock,Clear,Android,Budget,23,6,39,0.61,189.0,1.38,260.0,-7.0,Ride_Accepted
f3a837f7,2026-05-21 13:31:00,3,13,Malleshwaram,Electronic_City,5.3,13,Light,Clear,Android,Premium,82,2,42,0.63,79.5,1.13,90.0,5.0,Ride_Accepted
235ac0ca,2026-04-28 15:50:00,1,15,Marathahalli,Electronic_City,6.2,20,Light,Light_Rain,Android,Premium,16,1,38,0.46,93.0,1.21,113.0,-14.0,Ride_Accepted
0167977c,2026-04-07 13:30:00,1,13,Marathahalli,Whitefield,14.9,42,Light,Light_Rain,Android,Budget,48,1,44,0.84,223.5,1.0,223.0,26.0,User_Abandoned_App
7e9f55e8,2026-03-10 18:56:00,1,18,Hebbal,Malleshwaram,9.4,58,Heavy,Light_Rain,Android,Budget,100,1,27,0.38,141.0,1.24,175.0,-26.0,Ride_Accepted
7a9997ff,2026-05-17 19:34:00,6,19,Malleshwaram,Electronic_City,9.9,54,Heavy,Clear,Android,Mid_Range,69,3,32,0.78,148.5,1.35,200.0,-15.0,Ride_Accepted
41e99778,2026-07-12 10:11:00,6,10,Malleshwaram,Electronic_City,14.0,109,Gridlock,Clear,iOS,Premium,84,5,18,0.9,210.0,1.6,336.0,15.0,User_Abandoned_App
83ce2f24,2026-06-27 12:19:00,5,12,Indiranagar,Hebbal,19.4,55,Free_Flow,Clear,iOS,Premium,68,3,44,0.79,291.0,1.31,381.0,16.0,Ride_Accepted
ad933827,2026-04-26 07:56:00,6,7,Marathahalli,Electronic_City,5.3,17,Free_Flow,Light_Rain,iOS,Premium,33,1,24,0.71,79.5,1.04,83.0,-6.0,User_Abandoned_App
47d7ff69,2026-07-23 08:22:00,3,8,Whitefield,Marathahalli,8.2,48,Heavy,Light_Rain,Android,Budget,10,3,37,0.44,122.99999999999999,1.09,135.0,10.0,Ride_Accepted
8dc6c89f,2026-06-27 17:33:00,5,17,Electronic_City,Whitefield,8.8,52,Heavy,Clear,Android,Mid_Range,63,3,13,0.71,132.0,1.28,169.0,-0.0,Ride_Accepted
9214f741,2026-08-26 15:59:00,2,15,Electronic_City,Marathahalli,19.1,56,Free_Flow,Clear,Android,Mid_Range,51,1,41,0.67,286.5,0.92,265.0,2.0,Cancelled_By_Driver
0d7127fb,2026-05-01 14:30:00,4,14,HSR_Layout,Koramangala,7.9,19,Free_Flow,Clear,Android,Budget,62,1,30,0.9,118.5,0.98,116.0,-6.0,User_Abandoned_App
9b6a77bd,2026-07-04 11:06:00,5,11,Marathahalli,Peenya,15.8,47,Free_Flow,Clear,Android,Budget,48,3,43,0.9,237.0,1.04,247.0,12.0,Ride_Accepted
d6b4ec0c,2026-05-22 09:22:00,4,9,Marathahalli,Whitefield,17.8,114,Heavy,Clear,Android,Premium,26,2,2,0.43,267.0,1.39,372.0,-23.0,Ride_Accepted
ca7768b1,2026-05-09 08:41:00,5,8,Electronic_City,Malleshwaram,8.1,47,Heavy,Clear,iOS,Mid_Range,56,3,38,0.9,121.5,1.35,164.0,5.0,User_Abandoned_App
5ce96e20,2026-05-16 19:17:00,5,19,Marathahalli,Indiranagar,5.4,45,Heavy,Heavy_Downpour,Android,Premium,98,6,45,0.9,81.0,1.96,159.0,40.0,Ride_Accepted
ced61276,2026-06-28 20:34:00,6,20,Indiranagar,Peenya,6.7,49,Gridlock,Clear,Android,Budget,85,3,7,0.49,100.5,1.36,137.0,-32.0,Ride_Accepted
1d6a5e64,2026-05-01 07:55:00,4,7,Bellandur,Malleshwaram,8.0,23,Free_Flow,Clear,Android,Premium,47,2,45,0.9,120.0,1.3,156.0,-28.0,User_Abandoned_App
7f271461,2026-05-01 10:46:00,4,10,Koramangala,Peenya,6.8,42,Heavy,Clear,Android,Mid_Range,13,4,26,0.75,102.0,1.47,150.0,-36.0,Ride_Accepted
90dbb67a,2026-06-19 07:09:00,4,7,Malleshwaram,HSR_Layout,13.5,40,Free_Flow,Clear,iOS,Premium,47,2,12,0.48,202.5,1.05,212.0,21.0,Cancelled_By_Driver
5a39b516,2026-06-07 16:04:00,6,16,Hebbal,HSR_Layout,19.1,59,Free_Flow,Clear,iOS,Premium,62,3,5,0.79,286.5,1.25,358.0,-3.0,User_Abandoned_App
2c9a385c,2026-06-02 15:45:00,1,15,HSR_Layout,Peenya,12.7,37,Free_Flow,Light_Rain,Android,Mid_Range,29,1,32,0.84,190.5,1.12,213.0,-21.0,Ride_Accepted
